0.0000000000	0.0000000000	0.0000000000	0.0000000000
307.6923076923	0.0000000000	1.0000000000	0.0000000000
307.6923076923	0.0000000000	0.0000000000	1.0000000000
307.6923076923	1.0000000000	0.0000000000	0.0000000000
615.3846153846	0.0000000000	0.7071067812	0.7071067812
615.3846153846	0.0000000000	0.7071067812	-0.7071067812
615.3846153846	0.7071067812	0.7071067812	0.0000000000
615.3846153846	0.7071067812	0.0000000000	0.7071067812
615.3846153846	0.7071067812	0.0000000000	-0.7071067812
615.3846153846	0.7071067812	-0.7071067812	0.0000000000
923.0769230769	0.5773502692	0.5773502692	0.5773502692
923.0769230769	0.5773502692	0.5773502692	-0.5773502692
923.0769230769	0.5773502692	-0.5773502692	0.5773502692
923.0769230769	0.5773502692	-0.5773502692	-0.5773502692
1230.7692307692	0.0000000000	1.0000000000	0.0000000000
1230.7692307692	0.0000000000	0.0000000000	1.0000000000
1230.7692307692	1.0000000000	0.0000000000	0.0000000000
1538.4615384615	0.0000000000	0.8944271910	0.4472135955
1538.4615384615	0.0000000000	0.8944271910	-0.4472135955
1538.4615384615	0.0000000000	0.4472135955	0.8944271910
1538.4615384615	0.0000000000	0.4472135955	-0.8944271910
1538.4615384615	0.4472135955	0.8944271910	0.0000000000
1538.4615384615	0.4472135955	0.0000000000	0.8944271910
1538.4615384615	0.4472135955	0.0000000000	-0.8944271910
1538.4615384615	0.4472135955	-0.8944271910	0.0000000000
1538.4615384615	0.8944271910	0.4472135955	0.0000000000
1538.4615384615	0.8944271910	0.0000000000	0.4472135955
1538.4615384615	0.8944271910	0.0000000000	-0.4472135955
1538.4615384615	0.8944271910	-0.4472135955	0.0000000000
1846.1538461538	0.4082482905	0.8164965809	0.4082482905
1846.1538461538	0.4082482905	0.8164965809	-0.4082482905
1846.1538461538	0.4082482905	0.4082482905	0.8164965809
1846.1538461538	0.4082482905	0.4082482905	-0.8164965809
1846.1538461538	0.4082482905	-0.4082482905	0.8164965809
1846.1538461538	0.4082482905	-0.4082482905	-0.8164965809
1846.1538461538	0.4082482905	-0.8164965809	0.4082482905
1846.1538461538	0.4082482905	-0.8164965809	-0.4082482905
1846.1538461538	0.8164965809	0.4082482905	0.4082482905
1846.1538461538	0.8164965809	0.4082482905	-0.4082482905
1846.1538461538	0.8164965809	-0.4082482905	0.4082482905
1846.1538461538	0.8164965809	-0.4082482905	-0.4082482905
2461.5384615385	0.0000000000	0.7071067812	0.7071067812
2461.5384615385	0.0000000000	0.7071067812	-0.7071067812
2461.5384615385	0.7071067812	0.7071067812	0.0000000000
2461.5384615385	0.7071067812	0.0000000000	0.7071067812
2461.5384615385	0.7071067812	0.0000000000	-0.7071067812
2461.5384615385	0.7071067812	-0.7071067812	0.0000000000
2769.2307692308	0.0000000000	1.0000000000	0.0000000000
2769.2307692308	0.0000000000	0.0000000000	1.0000000000
2769.2307692308	0.3333333333	0.6666666667	0.6666666667
2769.2307692308	0.3333333333	0.6666666667	-0.6666666667
2769.2307692308	0.3333333333	-0.6666666667	0.6666666667
2769.2307692308	0.3333333333	-0.6666666667	-0.6666666667
2769.2307692308	0.6666666667	0.6666666667	0.3333333333
2769.2307692308	0.6666666667	0.6666666667	-0.3333333333
2769.2307692308	0.6666666667	0.3333333333	0.6666666667
2769.2307692308	0.6666666667	0.3333333333	-0.6666666667
2769.2307692308	0.6666666667	-0.3333333333	0.6666666667
2769.2307692308	0.6666666667	-0.3333333333	-0.6666666667
2769.2307692308	0.6666666667	-0.6666666667	0.3333333333
2769.2307692308	0.6666666667	-0.6666666667	-0.3333333333
2769.2307692308	1.0000000000	0.0000000000	0.0000000000
3076.9230769231	0.0000000000	0.9486832981	0.3162277660
3076.9230769231	0.0000000000	0.9486832981	-0.3162277660
3076.9230769231	0.0000000000	0.3162277660	0.9486832981
3076.9230769231	0.0000000000	0.3162277660	-0.9486832981
3076.9230769231	0.3162277660	0.9486832981	0.0000000000
3076.9230769231	0.3162277660	0.0000000000	0.9486832981
3076.9230769231	0.3162277660	0.0000000000	-0.9486832981
3076.9230769231	0.3162277660	-0.9486832981	0.0000000000
3076.9230769231	0.9486832981	0.3162277660	0.0000000000
3076.9230769231	0.9486832981	0.0000000000	0.3162277660
3076.9230769231	0.9486832981	0.0000000000	-0.3162277660
3076.9230769231	0.9486832981	-0.3162277660	0.0000000000
3384.6153846154	0.3015113446	0.9045340337	0.3015113446
3384.6153846154	0.3015113446	0.9045340337	-0.3015113446
3384.6153846154	0.3015113446	0.3015113446	0.9045340337
3384.6153846154	0.3015113446	0.3015113446	-0.9045340337
3384.6153846154	0.3015113446	-0.3015113446	0.9045340337
3384.6153846154	0.3015113446	-0.3015113446	-0.9045340337
3384.6153846154	0.3015113446	-0.9045340337	0.3015113446
3384.6153846154	0.3015113446	-0.9045340337	-0.3015113446
3384.6153846154	0.9045340337	0.3015113446	0.3015113446
3384.6153846154	0.9045340337	0.3015113446	-0.3015113446
3384.6153846154	0.9045340337	-0.3015113446	0.3015113446
3384.6153846154	0.9045340337	-0.3015113446	-0.3015113446
3692.3076923077	0.5773502692	0.5773502692	0.5773502692
3692.3076923077	0.5773502692	0.5773502692	-0.5773502692
3692.3076923077	0.5773502692	-0.5773502692	0.5773502692
3692.3076923077	0.5773502692	-0.5773502692	-0.5773502692
4000.0000000000	0.0000000000	0.8320502943	0.5547001962
4000.0000000000	0.0000000000	0.8320502943	-0.5547001962
4000.0000000000	0.0000000000	0.5547001962	0.8320502943
4000.0000000000	0.0000000000	0.5547001962	-0.8320502943
4000.0000000000	0.5547001962	0.8320502943	0.0000000000
4000.0000000000	0.5547001962	0.0000000000	0.8320502943
4000.0000000000	0.5547001962	0.0000000000	-0.8320502943
4000.0000000000	0.5547001962	-0.8320502943	0.0000000000
4000.0000000000	0.8320502943	0.5547001962	0.0000000000
4000.0000000000	0.8320502943	0.0000000000	0.5547001962
4000.0000000000	0.8320502943	0.0000000000	-0.5547001962
4000.0000000000	0.8320502943	-0.5547001962	0.0000000000
