0.0000000000	0.0000000000	0.0000000000	0.0000000000
4000.0000000000	0.8000000000	-0.6000000000	0.0000000000
2560.0000000000	1.0000000000	0.0000000000	0.0000000000
3200.0000000000	0.8944271910	0.0000000000	0.4472135955
2560.0000000000	0.0000000000	0.0000000000	1.0000000000
3520.0000000000	0.6396021491	0.6396021491	-0.4264014327
2560.0000000000	0.0000000000	1.0000000000	0.0000000000
3200.0000000000	0.8944271910	0.4472135955	0.0000000000
2240.0000000000	0.8017837257	-0.5345224838	-0.2672612419
3840.0000000000	0.8164965809	0.4082482905	-0.4082482905
2240.0000000000	0.8017837257	-0.5345224838	0.2672612419
3200.0000000000	0.4472135955	-0.8944271910	0.0000000000
2240.0000000000	0.8017837257	-0.2672612419	-0.5345224838
3520.0000000000	0.6396021491	0.6396021491	0.4264014327
2240.0000000000	0.8017837257	-0.2672612419	0.5345224838
3200.0000000000	0.4472135955	0.0000000000	-0.8944271910
2240.0000000000	0.8017837257	0.2672612419	-0.5345224838
4000.0000000000	0.0000000000	0.0000000000	1.0000000000
2240.0000000000	0.8017837257	0.2672612419	0.5345224838
3200.0000000000	0.4472135955	0.0000000000	0.8944271910
2240.0000000000	0.8017837257	0.5345224838	-0.2672612419
3520.0000000000	0.4264014327	-0.6396021491	-0.6396021491
2240.0000000000	0.8017837257	0.5345224838	0.2672612419
3200.0000000000	0.4472135955	0.8944271910	0.0000000000
2240.0000000000	0.5345224838	-0.8017837257	-0.2672612419
3840.0000000000	0.8164965809	0.4082482905	0.4082482905
2240.0000000000	0.5345224838	-0.8017837257	0.2672612419
3200.0000000000	0.0000000000	0.4472135955	-0.8944271910
2240.0000000000	0.5345224838	-0.2672612419	-0.8017837257
3520.0000000000	0.4264014327	-0.6396021491	0.6396021491
2240.0000000000	0.5345224838	-0.2672612419	0.8017837257
3200.0000000000	0.0000000000	0.4472135955	0.8944271910
2240.0000000000	0.5345224838	0.2672612419	-0.8017837257
4000.0000000000	0.6000000000	-0.8000000000	0.0000000000
